title,price,old_price,discount_offer,image_urls,images
BMX KHE Blaze,21399,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Chris Bohm SE,22599,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Catweazle,23299,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Arsenic 18,23999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Arsenic 18,24799,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
"горный Stern Motion 2.0 27,5",24999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Stern Force 1.0 alt 29,25999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Cope,26599,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
"горный Stern Motion 4.0 27,5",27999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
складной Tern Link B7 20,27999,,,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
городской Trek FX 3 Disc 700C,58999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
городской Trek FX 3 DISC 700C,58999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный мужской Trek Domane AL 2 700C,59999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek ROSCOE 6 27.5,63999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный CUBE Analog,66999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek X-CALIBER 7 29,69999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный CUBE Attain Pro,75999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
Электровелосипед Eltreco Volteco Cyber,79999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
шоссейный CUBE Nuroad Pro,84499,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek Marlin 6 29,43999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный женский Trek Marlin 6 WSD,43999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
городской Trek Dual Sport 2 700C,45999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный CUBE Aim Race,46499,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный женский CUBE Access Ws Exc,47499,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный женский CUBE Access Ws,47999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Scott Aspect 950,49999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
Электровелосипед Eltreco Kupper Unicorn Pro,55999,,,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek MARLIN 7 29,57999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
горный Trek Marlin 7 29,57999,nan,0,https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04,"[{'url': 'https://cdn.sptmr.ru/sportmaster.ru/images/icon_new_collection.png?sv=df873941360fec04', 'path': 'full/53e9fb2983074691ed9e2963e3140b5a305dfd67.jpg', 'checksum': '2e46842cfd55c3a8a4b31a476e383912'}]"
BMX KHE Arsenic 16,21399,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/be2/176_188_1/20072800299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/be2/176_188_1/20072800299.jpg', 'path': 'full/70c29ad255b6c6328568a971d0fbe8f1c0f913c3.jpg', 'checksum': 'f755297664422be6d35e6a3501617efc'}]"
горный Stern Energy FS 26,22999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/562/176_188_1/27889090299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/562/176_188_1/27889090299.jpg', 'path': 'full/562f03e854e98d665e165eb063b982dc81a648f4.jpg', 'checksum': '3bd49a729f415e47e0acac5205038c68'}]"
BMX KHE Chris Bohm SE,23399,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/d0a/176_188_1/31690420299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/d0a/176_188_1/31690420299.jpg', 'path': 'full/9379f11441d6c731912462f8b5a9ef29fbba3eb0.jpg', 'checksum': '963ca3d51b66e2d73b9232c0881a5c19'}]"
BMX KHE Barcode 20,21999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/d84/176_188_1/32745870299.JPG,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/d84/176_188_1/32745870299.JPG', 'path': 'full/94defd200c1b7d9715d42c1588120680b415cf0a.jpg', 'checksum': 'c69f0724a43db4c83c242abb76c3651c'}]"
горный Trek Marlin 6 29,43999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/608/176_188_1/27965700299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/608/176_188_1/27965700299.jpg', 'path': 'full/d87566dbf4362db2baf82d3c29395f2873000f68.jpg', 'checksum': '550aeaea9db8086d96d8a73dec4720b0'}]"
горный Stern Motion 29,24999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/e31/176_188_1/27897780299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/e31/176_188_1/27897780299.jpg', 'path': 'full/1300c8b9f5a11845432090cfa3f35516409cfb02.jpg', 'checksum': '258151db0bf4eee7cd0873568c2db5f6'}]"
горный Scott Aspect 940,58499,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/ecd/176_188_1/27756890299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/ecd/176_188_1/27756890299.jpg', 'path': 'full/5707c3bb2a9e206b2acd7254b0d191c5cbc816e9.jpg', 'checksum': '8bd03118396d97d2098e7163e0a8bafa'}]"
BMX KHE Cope,25699,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/64e/176_188_1/27896890299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/64e/176_188_1/27896890299.jpg', 'path': 'full/c0137d95d07da76cb300ecc00b2f72b79493e8d2.jpg', 'checksum': 'f04668fa44a7dbed041bf4fb584ab7e6'}]"
горный Stern Force 1.0 29,25999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/7c0/176_188_1/31693440299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/7c0/176_188_1/31693440299.jpg', 'path': 'full/3c718a197811284773f33ee8fdb623dbc161c94f.jpg', 'checksum': '7bf8465937c3da73481feae8f4c783e3'}]"
"горный женский Stern Electra 2.0 27,5",27999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/e8d/176_188_1/27888930299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/e8d/176_188_1/27888930299.jpg', 'path': 'full/eee5a23ed04363fc4d24214550d60fd4d352c81c.jpg', 'checksum': 'd56a2d354561c6970acdb9619c566b1f'}]"
BMX KHE Catweazle,23999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/9bf/176_188_1/31688600299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/9bf/176_188_1/31688600299.jpg', 'path': 'full/73d2b9b1e1ccf4fce35cc21a6b84813a3705170c.jpg', 'checksum': '9bca71be96aad1eef815a2fb953b3664'}]"
BMX KHE Centrix 20,26999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/ab7/176_188_1/27889240299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/ab7/176_188_1/27889240299.jpg', 'path': 'full/838308335add7803b7e1a90867633f9be1663539.jpg', 'checksum': '2ae24aaac6b4e3c67732fa38e1f926ab'}]"
горный женский CUBE Access Ws Pro,58999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/f81/176_188_1/27965660299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/f81/176_188_1/27965660299.jpg', 'path': 'full/f621e25a3169da8747f5e50a872fb81d0b4ac4ed.jpg', 'checksum': '6af00b26483073f16b7dc85c8f764e6a'}]"
горный Scott Aspect 930,66999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/120/176_188_1/27962790299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/120/176_188_1/27962790299.jpg', 'path': 'full/5129586940c140dcc5152e2bfd895f1469cd2204.jpg', 'checksum': 'd8864e72179dec95dce5b9d04fc3a2d3'}]"
шоссейный мужской Trek Domane AL 3 700C,74999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/737/176_188_1/27966180299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/737/176_188_1/27966180299.jpg', 'path': 'full/ed4dc8e15729a375cd9847bfdfb7618cebaa54a0.jpg', 'checksum': '55082c9206fc042d940fd04420c6d877'}]"
Электровелосипед Eltreco XT 850,59999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/bb6/176_188_1/27094670299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/bb6/176_188_1/27094670299.jpg', 'path': 'full/7b1c28a4311940eead2b880cf17bd73bf46fdc86.jpg', 'checksum': '3f82691533a8d05be1eccd0c3c8691d3'}]"
горный CUBE Attention,76499,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/b00/176_188_1/21194070299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/b00/176_188_1/21194070299.jpg', 'path': 'full/f5413d72d72b8384c7541edc4a67d369c37b96db.jpg', 'checksum': '6e6b3fe1c9ef9fe25413b65280f74583'}]"
шоссейный мужской Trek Domane AL 2 700C,59999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/de8/176_188_1/30595840299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/de8/176_188_1/30595840299.jpg', 'path': 'full/070caceb80951ee0cf9e1e4c054190c20856efef.jpg', 'checksum': '7f1ca8cb00b7e4cbffaba638bacfe882'}]"
горный Trek Roscoe 6 27.5,65999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/f5b/176_188_1/31516140299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/f5b/176_188_1/31516140299.jpg', 'path': 'full/6de9e7256bcc6feaf4f3d451b0125b33319b99c9.jpg', 'checksum': '8e1dd043638438e3ffd711059c93c0e7'}]"
горный CUBE Attention,76499,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/d23/176_188_1/27094720299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/d23/176_188_1/27094720299.jpg', 'path': 'full/88b83d8d68c0e89f0c3bfe76653641a5b90e1d63.jpg', 'checksum': 'df28640a36b2934e5f3b93ab26e3cc82'}]"
шоссейный CUBE Attain Race,84499,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/dca/176_188_1/31254360299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/dca/176_188_1/31254360299.jpg', 'path': 'full/2574eff56a94afc4ed4e62ad919bb82ec613ebe5.jpg', 'checksum': '231f95ade85f24f6b472a9e199689ba9'}]"
горный Trek X-Caliber 8 29,79999,nan,0,https://cdn.sptmr.ru/upload/resize_cache/iblock/dac/176_188_1/27756880299.jpg,"[{'url': 'https://cdn.sptmr.ru/upload/resize_cache/iblock/dac/176_188_1/27756880299.jpg', 'path': 'full/4fc1647b89c307daf99bdf4d3474a5754afe12f2.jpg', 'checksum': '7f80f4c9bb5dbb2b579cbad0d3d21724'}]"
